"date","bin","roi_sec","mean_area","median_area"
2019-04-13,"(-3.63,-3.33]",0.106527777777778,0.000346718776531943,0.0003444224
2019-04-13,"< -3.63",0.0942361111111111,0.000158542763154016,0.0001503004
2019-04-13,"> -2.41",0.000138888888888889,0.0044630765,0.0044630765
2019-04-14,"(-2.72,-2.41]",0.00166666666666667,0.002236263,0.0021282305
2019-04-14,"(-3.02,-2.72]",0.0186805555555556,0.00130534091375465,0.001274286
2019-04-14,"(-3.33,-3.02]",0.0784027777777778,0.000615875874224978,0.000588132
2019-04-14,"(-3.63,-3.33]",0.108055555555556,0.000346298202827764,0.0003436536
2019-04-14,"< -3.63",0.0865277777777778,0.000161512478009631,0.0001529912
2019-04-14,"> -2.41",6.94444444444444e-05,0.004851128,0.004851128
2019-04-15,"(-2.72,-2.41]",0.000972222222222222,0.00235972178571429,0.00225662
2019-04-15,"(-3.02,-2.72]",0.0127777777777778,0.00127428389347826,0.001226428
2019-04-15,"(-3.33,-3.02]",0.0834722222222222,0.000605665373044925,0.0005766
2019-04-15,"(-3.63,-3.33]",0.104722222222222,0.000354703060742706,0.0003542246
2019-04-15,"< -3.63",0.0989583333333333,0.000155964163087719,0.0001487628
2019-04-16,"(-2.72,-2.41]",0.000763888888888889,0.00223755727272727,0.002203765
2019-04-16,"(-3.02,-2.72]",0.00777777777777778,0.00126455587321429,0.001219701
2019-04-16,"(-3.33,-3.02]",0.070625,0.00061610550993117,0.0005923604
2019-04-16,"(-3.63,-3.33]",0.0809722222222222,0.000347937714922813,0.0003471132
2019-04-16,"< -3.63",0.144583333333333,0.000154027898366955,0.0001483784
2019-04-16,"> -2.41",0.000138888888888889,0.004596271,0.004596271
2019-04-17,"(-2.72,-2.41]",0.000972222222222222,0.00246015992857143,0.0024134555
2019-04-17,"(-3.02,-2.72]",0.00680555555555556,0.00126069866530612,0.0011679995
2019-04-17,"(-3.33,-3.02]",0.0819444444444444,0.000613648993220339,0.0005923604
2019-04-17,"(-3.63,-3.33]",0.0915972222222222,0.000355015694617134,0.0003578764
2019-04-17,"< -3.63",0.127013888888889,0.000152712094915254,0.0001464564
2019-04-17,"> -2.41",0.000208333333333333,0.007555766,0.006285324
2019-04-18,"(-2.72,-2.41]",0.000625,0.002344242,0.002168785
2019-04-18,"(-3.02,-2.72]",0.00618055555555556,0.00125936344719101,0.001198175
2019-04-18,"(-3.33,-3.02]",0.0713888888888889,0.000614959231128405,0.0005854412
2019-04-18,"(-3.63,-3.33]",0.0856944444444444,0.000350257243111831,0.0003492274
2019-04-18,"< -3.63",0.0955555555555556,0.00015571692005814,0.0001487628
2019-04-18,"> -2.41",0.000138888888888889,0.004698329,0.004698329
2019-04-19,"(-2.72,-2.41]",0.000763888888888889,0.00293678109090909,0.002939122
2019-04-19,"(-3.02,-2.72]",0.00451388888888889,0.00123484065538462,0.001164348
2019-04-19,"(-3.33,-3.02]",0.0466666666666667,0.000619570428571429,0.0005994718
2019-04-19,"(-3.63,-3.33]",0.0677777777777778,0.000342031321721311,0.000338272
2019-04-19,"< -3.63",0.0772222222222222,0.00016147150647482,0.0001526068
2019-04-19,"> -2.41",0.000138888888888889,0.007326473,0.007326473
2019-04-20,"(-2.72,-2.41]",0.000763888888888889,0.00257271945454545,0.002436327
2019-04-20,"(-3.02,-2.72]",0.00625,0.00132290837333333,0.0012558345
2019-04-20,"(-3.33,-3.02]",0.0439583333333333,0.000623047422432859,0.0006012016
2019-04-20,"(-3.63,-3.33]",0.068125,0.000339915006320082,0.0003317372
2019-04-20,"< -3.63",0.0590972222222222,0.000160256405170388,0.0001503004
2019-04-20,"> -2.41",0.000277777777777778,0.00620037225,0.0046621955
2019-04-21,"(-2.72,-2.41]",0.00131944444444444,0.00244751536842105,0.002207994
2019-04-21,"(-3.02,-2.72]",0.00493055555555556,0.001275044,0.00122662
2019-04-21,"(-3.33,-3.02]",0.0302083333333333,0.000621593357241379,0.000603508
2019-04-21,"(-3.63,-3.33]",0.050625,0.000344724014266118,0.0003413472
2019-04-21,"< -3.63",0.0575,0.000156001869082126,0.000147994
2019-04-21,"> -2.41",0.000277777777777778,0.005286461,0.0042414695
2019-04-22,"(-2.72,-2.41]",0.000972222222222222,0.00250804521428571,0.002426909
2019-04-22,"(-3.02,-2.72]",0.00284722222222222,0.00128365216585366,0.001193946
2019-04-22,"(-3.33,-3.02]",0.0373611111111111,0.000615935266171004,0.0005902462
2019-04-22,"(-3.63,-3.33]",0.0392361111111111,0.000353779308318584,0.000357492
2019-04-22,"< -3.63",0.0520138888888889,0.000149645534312417,0.0001453032
2019-04-22,"> -2.41",0.000347222222222222,0.0050871498,0.004976058
2019-04-23,"(-2.72,-2.41]",0.000555555555555556,0.002780413375,0.0027278945
2019-04-23,"(-3.02,-2.72]",0.00340277777777778,0.0012580392244898,0.001155891
2019-04-23,"(-3.33,-3.02]",0.0282638888888889,0.000630182715479115,0.0006061988
2019-04-23,"(-3.63,-3.33]",0.0310416666666667,0.000348667139149888,0.00034596
2019-04-23,"< -3.63",0.0442361111111111,0.000150064449607535,0.0001456876
2019-04-23,"> -2.41",0.000277777777777778,0.004799234,0.004551104
2019-04-24,"(-2.72,-2.41]",0.000694444444444444,0.0026258365,0.002555299
2019-04-24,"(-3.02,-2.72]",0.00298611111111111,0.00127182765116279,0.001226236
2019-04-24,"(-3.33,-3.02]",0.0225,0.000615852697530864,0.0005877476
2019-04-24,"(-3.63,-3.33]",0.0228472222222222,0.000351137131914894,0.0003501884
2019-04-24,"< -3.63",0.03,0.000155340311111111,0.0001491472
2019-04-24,"> -2.41",0.000208333333333333,0.00470531233333333,0.004482104
2019-04-25,"(-2.72,-2.41]",0.00173611111111111,0.00263304764,0.002508979
2019-04-25,"(-3.02,-2.72]",0.00465277777777778,0.0012841714119403,0.001208169
2019-04-25,"(-3.33,-3.02]",0.0289583333333333,0.0006363884882494,0.0006196528
2019-04-25,"(-3.63,-3.33]",0.0382638888888889,0.000344638668602541,0.0003398096
2019-04-25,"< -3.63",0.0453472222222222,0.000158303337212864,0.0001510692
2019-04-25,"> -2.41",0.000208333333333333,0.0103128103333333,0.004906866
2019-04-26,"(-2.72,-2.41]",0.00104166666666667,0.0025932904,0.002834181
2019-04-26,"(-3.02,-2.72]",0.00722222222222222,0.00126698237884615,0.0012074
2019-04-26,"(-3.33,-3.02]",0.0332638888888889,0.000615475760334029,0.0005827504
2019-04-26,"(-3.63,-3.33]",0.0449305555555556,0.000348793984544049,0.000342116
2019-04-26,"< -3.63",0.0427777777777778,0.000157828025324675,0.0001491472
2019-04-26,"> -2.41",0.000138888888888889,0.0048178775,0.0048178775
2019-04-27,"(-2.72,-2.41]",0.00125,0.00273455761111111,0.0027209755
2019-04-27,"(-3.02,-2.72]",0.00368055555555556,0.00132755806415094,0.001352704
2019-04-27,"(-3.33,-3.02]",0.0293055555555556,0.00062769969478673,0.0005979342
2019-04-27,"(-3.63,-3.33]",0.0360416666666667,0.000346114056262042,0.0003409628
2019-04-27,"< -3.63",0.0445833333333333,0.000154509041121495,0.0001472252
2019-04-27,"> -2.41",0.000277777777777778,0.00499143375,0.004756373
2019-04-28,"(-2.72,-2.41]",0.00138888888888889,0.0027752719,0.0025950845
2019-04-28,"(-3.02,-2.72]",0.00527777777777778,0.00129613611052632,0.0012008655
2019-04-28,"(-3.33,-3.02]",0.03,0.000634779651851852,0.0006081208
2019-04-28,"(-3.63,-3.33]",0.0452083333333333,0.000340560095238095,0.0003355812
2019-04-28,"< -3.63",0.0571527777777778,0.000158334033049818,0.0001506848
2019-04-28,"> -2.41",0.000138888888888889,0.0056426075,0.0056426075
2019-04-29,"(-2.72,-2.41]",0.00111111111111111,0.002679916625,0.0026329475
2019-04-29,"(-3.02,-2.72]",0.00520833333333333,0.001266177736,0.00123008
2019-04-29,"(-3.33,-3.02]",0.0294444444444444,0.000640145671698113,0.0006161932
2019-04-29,"(-3.63,-3.33]",0.0395138888888889,0.00034396503831283,0.0003425004
2019-04-29,"< -3.63",0.0661111111111111,0.00015329807394958,0.000147994
2019-04-29,"> -2.41",0.000208333333333333,0.004596399,0.004439051
2019-04-30,"(-2.72,-2.41]",0.00166666666666667,0.00272991270833333,0.002630065
2019-04-30,"(-3.02,-2.72]",0.005,0.0012808955,0.001207016
